agent,track,metric,count,mean,std,median,minimum,maximum,ci_low,ci_high,lower_is_better
always_stay_out,Monaco,total_reward,90,-217.88047048666084,150.89117389006978,-146.73943715769946,-426.23365082111263,-59.70928098302504,-249.0549099895253,-186.70603098379638,False
always_stay_out,Monaco,final_position,90,8.4,6.718747876926761,8.0,1.0,17.0,7.011892307386731,9.78810769261327,True
always_stay_out,Monaco,position_gain,90,2.077777777777778,7.984856140877672,2.0,-16.0,17.0,0.42808940777266824,3.727466147782888,False
always_stay_out,Monaco,pit_count,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
always_stay_out,Monaco,mean_lap_time,90,96.68292780503765,21.129163102090036,84.8595885115247,78.68359203029809,126.22178084449918,92.31759748192582,101.04825812814948,True
always_stay_out,Monza,total_reward,90,-176.10665636218516,19.476218849780043,-178.36511341089863,-201.26985623054512,-132.36694938463893,-180.13048486470154,-172.08282785966878,False
always_stay_out,Monza,final_position,90,8.266666666666667,3.118628335763852,10.0,1.0,12.0,7.622351377185131,8.910981956148204,True
always_stay_out,Monza,position_gain,90,3.411111111111111,5.35879922078064,4.0,-8.0,18.0,2.303971721779225,4.518250500442997,False
always_stay_out,Monza,pit_count,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
always_stay_out,Monza,mean_lap_time,90,88.1749612019411,2.830708702999806,88.11232136049597,83.93571091491964,91.88911281000004,87.59013072487032,88.75979167901188,True
always_stay_out,Silverstone,total_reward,90,-126.10425372974474,43.19506822146146,-153.5400798853751,-162.22257946539642,3.637394785693559,-135.02844728180162,-117.18006017768786,False
always_stay_out,Silverstone,final_position,90,4.4222222222222225,5.090148620990382,1.0,1.0,13.0,3.370586621844031,5.473857822600414,True
always_stay_out,Silverstone,position_gain,90,7.444444444444445,7.444341959903509,8.0,-10.0,19.0,5.9064274611799235,8.982461427708966,False
always_stay_out,Silverstone,pit_count,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
always_stay_out,Silverstone,mean_lap_time,90,97.9112969721495,0.8678026567656556,97.76552555890454,93.53885120642624,99.09307673880365,97.73200708576108,98.09058685853792,True
dqn,Monaco,total_reward,90,-27.880798694126245,24.279519086031822,-36.31663535271975,-105.3660061152993,2.807503161209226,-32.89699930674507,-22.864598081507417,False
dqn,Monaco,final_position,90,1.2555555555555555,1.0970963833715757,1.0,1.0,9.0,1.0288930944553083,1.4822180166558028,True
dqn,Monaco,position_gain,90,9.222222222222221,4.704236144462926,9.5,0.0,19.0,8.250316965526494,10.194127478917949,False
dqn,Monaco,pit_count,90,2.588888888888889,0.9228003843266203,2.0,2.0,5.0,2.3982363542656993,2.779541423512079,False
dqn,Monaco,mean_lap_time,90,96.63975775428678,12.63115098469658,92.55548403878163,83.06065458158625,113.7207110208698,94.03013492432028,99.24938058425327,True
dqn,Monza,total_reward,90,-29.753578794124227,29.03302184847015,-30.588750757053155,-72.32019564237154,10.552090274361072,-35.75186325216594,-23.755294336082518,False
dqn,Monza,final_position,90,7.055555555555555,4.152597971464279,8.0,1.0,12.0,6.197619926163184,7.913491184947927,True
dqn,Monza,position_gain,90,4.622222222222222,6.073663496166804,4.0,-10.0,19.0,3.367390343454069,5.8770541009903745,False
dqn,Monza,pit_count,90,2.488888888888889,0.7531871523014781,2.0,1.0,4.0,2.3332788110531673,2.6444989667246106,False
dqn,Monza,mean_lap_time,90,88.27140520204132,3.312570558426905,87.60102935551095,84.40544073017458,93.1141165941076,87.58702103423119,88.95578936985146,True
dqn,Silverstone,total_reward,90,-25.462841489433014,20.599614045973045,-13.359732887897408,-97.83749656513804,-6.902008901089843,-29.718765844070205,-21.206917134795823,False
dqn,Silverstone,final_position,90,3.577777777777778,3.7804279461035097,1.0,1.0,14.0,2.7967332722416067,4.358822283313949,True
dqn,Silverstone,position_gain,90,8.28888888888889,6.030343580210069,8.5,-8.0,19.0,7.043006997482133,9.534770780295645,False
dqn,Silverstone,pit_count,90,2.8222222222222224,1.0230794863820114,3.0,1.0,4.0,2.6108518104705474,3.0335926339738974,False
dqn,Silverstone,mean_lap_time,90,97.64218379739799,1.1397747970633687,98.0668189727777,95.1848945629512,99.9145097217479,97.4067038846774,97.87766371011858,True
qrl,Monaco,total_reward,90,-44.515721960273865,32.94871614768821,-56.91547727868374,-86.33281896909168,-0.335555821744574,-51.32299724193802,-37.70844667860971,False
qrl,Monaco,final_position,90,1.4444444444444444,0.8755237419519805,1.0,1.0,5.0,1.2635593653298218,1.625329523559067,True
qrl,Monaco,position_gain,90,9.033333333333333,4.816754467014653,9.0,0.0,19.0,8.038181550356963,10.028485116309703,False
qrl,Monaco,pit_count,90,1.9555555555555555,0.8729532866649428,2.0,1.0,4.0,1.7752015380052029,2.1359095731059083,False
qrl,Monaco,mean_lap_time,90,92.94947016662307,6.383911459017222,96.56768717157658,83.55284240685752,98.2946513524584,91.63054039465533,94.26839993859082,True
qrl,Monza,total_reward,90,-30.146714276343335,25.156066561485897,-16.944820504862346,-76.62623226215655,12.704641330634168,-35.344011473609584,-24.949417079077087,False
qrl,Monza,final_position,90,7.4,3.0309267318647914,6.0,1.0,12.0,6.773804049606166,8.026195950393834,True
qrl,Monza,position_gain,90,4.277777777777778,5.452610503087216,5.5,-10.0,18.0,3.151256776721649,5.4042987788339065,False
qrl,Monza,pit_count,90,2.088888888888889,0.5330523604452753,2.0,1.0,4.0,1.9787591302413294,2.1990186475364486,False
qrl,Monza,mean_lap_time,90,88.26519220529252,3.315320055976655,87.14466705738482,84.23615316207558,93.61145412325172,87.58023998540341,88.95014442518163,True
qrl,Silverstone,total_reward,90,-42.9261418900199,39.19498306724007,-12.870357274020575,-102.72970601269986,-7.178311055361185,-51.02390928717503,-34.82837449286477,False
qrl,Silverstone,final_position,90,5.688888888888889,5.57007341537651,1.0,1.0,15.0,4.538099798728618,6.83967797904916,True
qrl,Silverstone,position_gain,90,6.177777777777778,7.402668479961785,5.0,-9.0,19.0,4.648370624669814,7.707184930885742,False
qrl,Silverstone,pit_count,90,1.9333333333333333,1.0033651244854525,2.0,1.0,4.0,1.726035950947376,2.1406307157192908,False
qrl,Silverstone,mean_lap_time,90,98.8298402535616,1.5105307908519148,98.73116406720794,95.67378723472798,101.12135959896322,98.51776135893431,99.14191914818889,True
random,Monaco,total_reward,90,-1343.8190972330303,1360.1479055158295,-475.31662306542967,-3642.567315004503,-250.5172930237209,-1624.8285658606815,-1062.8096286053792,False
random,Monaco,final_position,90,8.555555555555555,6.16461652326415,9.0,1.0,16.0,7.281932586707381,9.82917852440373,True
random,Monaco,position_gain,90,1.9222222222222223,7.998915344697395,2.0,-15.0,19.0,0.26962919061473345,3.574815253829711,False
random,Monaco,pit_count,90,16.58888888888889,4.044400886020258,16.0,11.0,24.0,15.753307008941254,17.424470768836525,False
random,Monaco,mean_lap_time,90,220.09344292101514,178.70071193972035,99.77974824778148,88.73705881361957,513.1408273804016,183.17349333176853,257.0133925102617,True
random,Monza,total_reward,90,-401.6548191329904,46.322348989495445,-396.0835726748363,-502.7148873092774,-293.1878870207795,-411.225115585556,-392.08452268042475,False
random,Monza,final_position,90,11.411111111111111,1.5206034021455854,11.0,9.0,14.0,11.096951193430485,11.725271028791738,True
random,Monza,position_gain,90,0.26666666666666666,4.980411065567026,1.0,-11.0,10.0,-0.762296919871736,1.2956302532050692,False
random,Monza,pit_count,90,14.033333333333333,1.0326142236244187,14.0,12.0,16.0,13.819993024458611,14.246673642208055,False
random,Monza,mean_lap_time,90,94.56078071714334,4.47909457504789,92.63237184512938,89.19453995370814,102.3297908621135,93.63539019059627,95.48617124369042,True
random,Silverstone,total_reward,90,-364.3588672003084,57.87608363505408,-359.05553739064385,-498.6887959068388,-256.37080134169474,-376.3161899610034,-352.4015444396134,False
random,Silverstone,final_position,90,9.133333333333333,5.8390394777285,12.0,1.0,15.0,7.926975278978877,10.339691387687788,True
random,Silverstone,position_gain,90,2.7333333333333334,8.25002553622197,1.0,-14.0,19.0,1.0288603986644584,4.437806268002208,False
random,Silverstone,pit_count,90,13.244444444444444,1.3764562144732564,13.0,10.0,16.0,12.960065644278835,13.528823244610052,False
random,Silverstone,mean_lap_time,90,104.84941283094106,2.9885138281781987,105.57381214244218,99.43682722498042,109.83699889858474,104.23197947723219,105.46684618464994,True
real_driver,Monaco,total_reward,90,-58.00228632049002,31.570682199178883,-46.7371641146985,-171.16862605739007,-29.47585175303591,-64.52485683875963,-51.47971580222041,False
real_driver,Monaco,final_position,90,2.0,2.6941467974652262,1.0,1.0,11.0,1.4433835049185535,2.5566164950814465,True
real_driver,Monaco,position_gain,90,8.477777777777778,4.616111934113455,9.0,0.0,19.0,7.524079171566981,9.431476383988574,False
real_driver,Monaco,pit_count,90,2.0444444444444443,1.004608606341336,2.0,1.0,5.0,1.8368901560454327,2.251998732843456,False
real_driver,Monaco,mean_lap_time,90,93.57516892706505,10.705138361439596,91.68795905261794,82.75716489021227,126.09404232373936,91.36346442762478,95.78687342650532,True
